,Date,Open,High,Low,Close,Adj Close,Volume
303,2020-04-26,$7570.14,$7700.59,$7561.41,$7679.87,$7679.87,33070154490.0
304,2020-04-27,$7679.42,$7795.60,$7679.42,$7795.60,$7795.60,36162144724.0
305,2020-04-28,$7796.97,$7814.53,$7730.81,$7807.06,$7807.06,33187959920.0
306,2020-04-29,$7806.71,$8871.75,$7786.05,$8801.04,$8801.04,60201052202.0
307,2020-04-30,$8797.67,$9440.65,$8533.26,$8658.55,$8658.55,66964629541.0
308,2020-05-01,$8672.78,$9048.02,$8667.76,$8864.77,$8864.77,44068389996.0
309,2020-05-02,$8869.06,$9007.19,$8811.37,$8988.60,$8988.60,40134388683.0
310,2020-05-03,$8983.61,$9167.78,$8830.97,$8897.47,$8897.47,47101785174.0
311,2020-05-04,$8895.75,$8956.91,$8645.02,$8912.65,$8912.65,45718796275.0
312,2020-05-05,$8912.83,$9062.42,$8856.83,$9003.07,$9003.07,43148462663.0
313,2020-05-06,$9007.44,$9411.47,$8966.71,$9268.76,$9268.76,49371886931.0
314,2020-05-07,$9261.90,$9992.66,$9138.32,$9951.52,$9951.52,61112700562.0
315,2020-05-08,$9936.16,$9996.74,$9767.17,$9842.67,$9842.67,51780748041.0
316,2020-05-09,$9840.91,$9913.86,$9580.64,$9593.90,$9593.90,46566121841.0
317,2020-05-10,$9591.17,$9595.58,$8395.11,$8756.43,$8756.43,63325279336.0
318,2020-05-11,$8755.54,$9033.47,$8374.32,$8601.80,$8601.80,57119858801.0
319,2020-05-12,$8610.39,$8949.90,$8569.64,$8804.48,$8804.48,42142717533.0
320,2020-05-13,$8805.39,$9317.88,$8805.39,$9269.99,$9269.99,45558144023.0
321,2020-05-14,$9271.33,$9793.27,$9255.04,$9733.72,$9733.72,56426907637.0
322,2020-05-15,$9734.29,$9755.83,$9261.40,$9328.20,$9328.20,48158802327.0
323,2020-05-16,$9333.24,$9564.21,$9260.69,$9377.01,$9377.01,36164766407.0
324,2020-05-17,$9374.93,$9823.00,$9349.55,$9670.74,$9670.74,40084250662.0
325,2020-05-18,$9675.70,$9906.03,$9570.36,$9726.58,$9726.58,41827139895.0
326,2020-05-19,$9727.06,$9836.05,$9539.62,$9729.04,$9729.04,39254288954.0
327,2020-05-20,$9725.33,$9804.79,$9447.20,$9522.98,$9522.98,36546239702.0
328,2020-05-21,$9522.74,$9555.24,$8869.93,$9081.76,$9081.76,39326160532.0
329,2020-05-22,$9080.33,$9232.94,$9008.64,$9182.58,$9182.58,29810773699.0
330,2020-05-23,$9185.06,$9302.50,$9118.11,$9209.29,$9209.29,27727866811.0
331,2020-05-24,$9212.28,$9288.40,$8787.25,$8790.37,$8790.37,32518803299.0
332,2020-05-25,$8786.11,$8951.01,$8719.67,$8906.93,$8906.93,31288157264.0
333,2020-05-26,$8909.59,$8991.97,$8757.29,$8835.05,$8835.05,29584186947.0
334,2020-05-27,$8837.38,$9203.32,$8834.16,$9181.02,$9181.02,32740536902.0
335,2020-05-28,$9184.95,$9546.32,$9148.46,$9525.75,$9525.75,34367073114.0
336,2020-05-29,$9528.36,$9573.67,$9379.34,$9439.12,$9439.12,32896642044.0
337,2020-05-30,$9438.91,$9704.03,$9366.73,$9700.41,$9700.41,32722975141.0
338,2020-05-31,$9700.11,$9700.34,$9432.30,$9461.06,$9461.06,27773290298.0
339,2020-06-01,$9463.61,$10199.57,$9450.90,$10167.27,$10167.27,35198901068.0
340,2020-06-02,$10162.97,$10182.34,$9460.57,$9529.80,$9529.80,39137252108.0
341,2020-06-03,$9533.76,$9682.86,$9471.85,$9656.72,$9656.72,25007459262.0
342,2020-06-04,$9655.85,$9887.61,$9525.25,$9800.64,$9800.64,25921805071.0
343,2020-06-05,$9800.22,$9869.24,$9663.22,$9665.53,$9665.53,23509628646.0
344,2020-06-06,$9664.90,$9773.43,$9591.02,$9653.68,$9653.68,20438419222.0
345,2020-06-07,$9653.00,$9768.50,$9458.15,$9758.85,$9758.85,25015250845.0
346,2020-06-08,$9760.06,$9782.31,$9675.89,$9771.49,$9771.49,21486346311.0
347,2020-06-09,$9774.36,$9836.37,$9664.72,$9795.70,$9795.70,23717842782.0
348,2020-06-10,$9794.12,$9908.90,$9728.29,$9870.09,$9870.09,25706567600.0
349,2020-06-11,$9870.08,$9938.30,$9263.07,$9321.78,$9321.78,30247143440.0
350,2020-06-12,$9320.69,$9540.47,$9285.85,$9480.84,$9480.84,22610564515.0
351,2020-06-13,$9480.74,$9493.21,$9396.01,$9475.28,$9475.28,17564322315.0
352,2020-06-14,$9477.55,$9482.27,$9347.59,$9386.79,$9386.79,18991732745.0
353,2020-06-15,$9386.04,$9504.86,$8990.18,$9450.70,$9450.70,26699704768.0
354,2020-06-16,$9454.27,$9579.43,$9400.45,$9538.02,$9538.02,21565537208.0
355,2020-06-17,$9533.78,$9540.42,$9327.34,$9480.25,$9480.25,20177709879.0
356,2020-06-18,$9481.57,$9482.78,$9328.40,$9411.84,$9411.84,17770083002.0
357,2020-06-19,$9410.29,$9440.88,$9274.30,$9288.02,$9288.02,19632223107.0
358,2020-06-20,$9290.96,$9394.97,$9247.38,$9332.34,$9332.34,17130541557.0
359,2020-06-21,$9330.93,$9401.11,$9300.43,$9303.63,$9303.63,15324301168.0
360,2020-06-22,$9300.92,$9655.07,$9296.87,$9648.72,$9648.72,21104009513.0
361,2020-06-23,$9644.08,$9670.54,$9547.25,$9629.66,$9629.66,17006433272.0
362,2020-06-24,$9632.15,$9680.37,$9278.23,$9313.61,$9313.61,18961716075.0
363,2020-06-25,$9314.13,$9340.16,$9095.32,$9264.81,$9264.81,18616048626.0
364,2020-06-26,$9261.00,$9310.52,$9101.74,$9162.92,$9162.92,18341465836.0
365,2020-06-27,$nan,$nan,$nan,$nan,$nan,
366,2020-06-28,$9053.85,$9196.19,$8975.94,$9152.29,$9152.29,16857392128.0
